Commodities,Countries,Country Subcode,Rate Provision,District,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),Quantity 1 (Gen),Quantity 1 (Cons),Quantity 2 (Gen),Quantity 2 (Cons),Card Count
"76 Aluminum And Articles Thereof","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2012","1010828","952325","","","","","89"
"76 Aluminum And Articles Thereof","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2015","137156085","136224002","","","","","9510"
"75 Nickel And Articles Thereof","Japan","All Country Subcodes","All Rate Provisions","All Districts","2012","74870863","73707679","","","","","1162"
"74 Copper And Articles Thereof","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2012","74862047","74862047","","","","","690"
"76 Aluminum And Articles Thereof","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2016","158834426","157948148","","","","","10410"
"74 Copper And Articles Thereof","Macau","All Country Subcodes","All Rate Provisions","All Districts","2012","14456","14456","","","","","1"
"74 Copper And Articles Thereof","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2020","270324819","269900186","","","","","4251"
"76 Aluminum And Articles Thereof","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2019","110009955","109739755","","","","","2785"
"74 Copper And Articles Thereof","Cambodia","All Country Subcodes","All Rate Provisions","All Districts","2013","2340","2340","","","","","1"
"80 Tin And Articles Thereof","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2016","490437","490437","","","","","38"
"76 Aluminum And Articles Thereof","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2013","123996096","123208487","","","","","8514"
"74 Copper And Articles Thereof","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2016","8635909","8635909","","","","","261"
"80 Tin And Articles Thereof","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2014","465155","465155","","","","","29"
"74 Copper And Articles Thereof","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2014","14920177","14920177","","","","","852"
"80 Tin And Articles Thereof","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2014","7845597","7845597","","","","","5"
"74 Copper And Articles Thereof","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2017","11814437","11814437","","","","","838"
"75 Nickel And Articles Thereof","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2013","17064","17064","","","","","2"
"76 Aluminum And Articles Thereof","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2012","46642448","46645052","","","","","1507"
"74 Copper And Articles Thereof","Japan","All Country Subcodes","All Rate Provisions","All Districts","2020","214657881","201618253","","","","","4451"
"74 Copper And Articles Thereof","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2017","24014268","24017323","","","","","460"
"80 Tin And Articles Thereof","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2019","6252","6252","","","","","2"
"80 Tin And Articles Thereof","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2017","188634","188634","","","","","25"
"76 Aluminum And Articles Thereof","Macau","All Country Subcodes","All Rate Provisions","All Districts","2018","238804","238804","","","","","10"
"74 Copper And Articles Thereof","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2011","152173070","152143776","","","","","10783"
"76 Aluminum And Articles Thereof","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2014","228703590","227933989","","","","","5013"
"80 Tin And Articles Thereof","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2013","207037","207037","","","","","15"
"74 Copper And Articles Thereof","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2017","11219775","11219775","","","","","510"
"76 Aluminum And Articles Thereof","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2018","83963562","84213915","","","","","2508"
"75 Nickel And Articles Thereof","Japan","All Country Subcodes","All Rate Provisions","All Districts","2016","87161792","86690376","","","","","1275"
"76 Aluminum And Articles Thereof","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2018","144365753","144148743","","","","","5021"
"76 Aluminum And Articles Thereof","Macau","All Country Subcodes","All Rate Provisions","All Districts","2017","27838","27838","","","","","1"
"74 Copper And Articles Thereof","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2014","2335905","2335905","","","","","107"
"74 Copper And Articles Thereof","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2012","63892740","63780922","","","","","1528"
"76 Aluminum And Articles Thereof","Japan","All Country Subcodes","All Rate Provisions","All Districts","2011","176740889","132461308","","","","","4561"
"75 Nickel And Articles Thereof","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2016","374006","374006","","","","","32"
"76 Aluminum And Articles Thereof","Mongolia","All Country Subcodes","All Rate Provisions","All Districts","2018","13288","13288","","","","","1"
"76 Aluminum And Articles Thereof","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2013","32817526","32804740","","","","","1308"
"75 Nickel And Articles Thereof","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2013","10182441","10182441","","","","","127"
"76 Aluminum And Articles Thereof","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2011","2230609","1924329","","","","","130"
"76 Aluminum And Articles Thereof","Maldives","All Country Subcodes","All Rate Provisions","All Districts","2014","3631","3631","","","","","1"
"80 Tin And Articles Thereof","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2018","158505981","158505981","","","","","141"
"76 Aluminum And Articles Thereof","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2014","212042530","209840949","","","","","4212"
"75 Nickel And Articles Thereof","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2018","61426","61426","","","","","11"
"74 Copper And Articles Thereof","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2016","5750874","5740796","","","","","333"
"75 Nickel And Articles Thereof","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2013","48766699","48754033","","","","","633"
"76 Aluminum And Articles Thereof","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2020","13046512","12863303","","","","","1016"
"76 Aluminum And Articles Thereof","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2016","37638211","37577622","","","","","1301"
"74 Copper And Articles Thereof","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2011","70390740","70375659","","","","","1956"
"76 Aluminum And Articles Thereof","Japan","All Country Subcodes","All Rate Provisions","All Districts","2017","285735579","203036856","","","","","6447"
"76 Aluminum And Articles Thereof","Japan","All Country Subcodes","All Rate Provisions","All Districts","2015","258416274","180760747","","","","","7014"
"76 Aluminum And Articles Thereof","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2011","124340102","123542299","","","","","7902"
"74 Copper And Articles Thereof","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2018","16645953","16681188","","","","","494"
"76 Aluminum And Articles Thereof","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2020","111145441","111499081","","","","","3907"
"76 Aluminum And Articles Thereof","Japan","All Country Subcodes","All Rate Provisions","All Districts","2019","282772717","245066473","","","","","6892"
"76 Aluminum And Articles Thereof","Cambodia","All Country Subcodes","All Rate Provisions","All Districts","2016","1393229","1393229","","","","","116"
"74 Copper And Articles Thereof","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2014","53182291","53182291","","","","","708"
"74 Copper And Articles Thereof","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2017","177942098","177619247","","","","","13796"
"80 Tin And Articles Thereof","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2013","794963","794963","","","","","33"
"75 Nickel And Articles Thereof","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2015","5215232","5215232","","","","","191"
"76 Aluminum And Articles Thereof","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2014","24968812","24941616","","","","","878"
"80 Tin And Articles Thereof","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2011","17223609","17223609","","","","","9"
"74 Copper And Articles Thereof","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2016","991592","991592","","","","","99"
"80 Tin And Articles Thereof","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2018","189529248","189703347","","","","","186"
"80 Tin And Articles Thereof","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2015","706578","706578","","","","","74"
"74 Copper And Articles Thereof","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2011","7336595","7336595","","","","","133"
"74 Copper And Articles Thereof","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2014","40037976","40037976","","","","","589"
"75 Nickel And Articles Thereof","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2012","9898532","9898532","","","","","130"
"75 Nickel And Articles Thereof","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2013","7922250","7922250","","","","","233"
"74 Copper And Articles Thereof","Laos","All Country Subcodes","All Rate Provisions","All Districts","2014","5040","5040","","","","","1"
"80 Tin And Articles Thereof","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2013","139014274","130761355","","","","","144"
"76 Aluminum And Articles Thereof","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2013","22958166","22861674","","","","","932"
"80 Tin And Articles Thereof","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2013","93523687","93523687","","","","","56"
"76 Aluminum And Articles Thereof","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2016","47900069","47900666","","","","","2294"
"75 Nickel And Articles Thereof","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2011","17513117","17513117","","","","","366"
"80 Tin And Articles Thereof","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2014","916649","916649","","","","","52"
"80 Tin And Articles Thereof","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2020","239568","239568","","","","","21"
"75 Nickel And Articles Thereof","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2020","66611","57822","","","","","17"
